x,y,Ca,K,Fe,Zn,Cu,Mn,S,P,Cl,Si,Br,Sr
43,14,9.094,5.102,0.916,4.35,0.879,3.228,5.713,4.981,4.717,1.003,2.602,4.471
43,15,9.378,3.858,1.933,4.362,2.067,3.221,4.799,5.002,4.632,0.08,3.176,2.413
43,16,10.034,6.056,1.181,4.852,1.691,2.303,7.257,4.771,3.222,1.051,2.592,2.369
43,17,8.831,5.174,0.939,3.652,0.862,2.314,5.618,5.748,5.186,0.741,2.141,2.525
43,18,10.261,5.264,1.439,4.739,0.29,3.088,7.365,5.38,3.756,1.421,2.39,2.446
43,19,13.254,5.858,1.566,4.28,0.828,2.769,5.836,3.822,4.828,1.738,3.236,3.149
43,20,10.248,12.026,5.904,12.249,3.514,2.326,7.591,13.607,4.049,0.504,2.344,3.672
43,21,10.832,12.366,7.277,12.575,5.062,2.693,7.776,8.392,4.051,1.442,2.795,3.498
43,22,12.861,12.737,6.411,13.939,4.156,2.111,8.616,10.034,5.226,1.286,2.654,3.668
43,23,12.434,11.827,8.164,13.104,4.07,2.623,6.121,11.374,3.856,0.757,3.353,1.428
43,24,10.852,11.099,6.633,12.841,4.147,2.079,6.554,8.304,3.716,0.616,2.91,3.296
43,25,9.359,11.891,5.658,10.474,5.573,2.514,7.401,10.486,3.327,0.92,2.967,4.075
43,26,12.691,13.072,8.056,12.318,5.277,1.954,6.804,10.948,3.529,1.888,3.116,3.81
43,27,8.841,11.066,7.828,10.216,4.128,3.094,8.109,11.907,3.887,1.962,1.781,3.104
43,28,12.167,13.905,7.203,12.114,5.697,3.419,6.069,10.457,4.79,1.658,2.884,3.461
43,29,9.864,11.338,4.603,13.958,4.221,3.51,7.426,10.314,3.33,0.936,2.977,4.028
43,30,9.649,11.523,7.255,10.772,3.341,2.31,6.948,11.472,3.961,2.219,3.278,3.555
43,31,9.906,5.581,0.943,4.353,1.634,2.662,6.71,4.107,4.5,0.823,2.352,3.017
43,32,9.041,5.538,1.879,4.06,0.802,3.466,4.727,3.967,3.187,0.791,1.734,2.425
43,33,11.489,4.614,1.778,3.485,1.879,2.262,6.997,5.55,4.763,1.066,3.48,2.317
43,34,9.229,6.054,0.866,4.973,0.7,2.11,8.589,5.326,4.191,1.245,2.574,4.573
43,35,12.446,4.976,1.11,4.211,1.294,2.853,5.99,6.833,4.379,1.063,2.861,2.211
43,36,12.147,6.679,1.706,2.957,0.929,1.926,4.555,5.236,3.694,0.779,3.491,5.087
43,37,0.81,2.028,1.816,0.721,2.052,0.711,0.89,0.958,0.743,0.808,0.987,0.833
43,38,0.891,1.519,1.332,2.068,0.951,1.818,0.379,1.998,1.413,0.362,2.419,1.498
43,39,0.916,0.877,0.508,0.525,0.815,1.63,1.199,1.183,2.409,1.292,0.669,1.428
43,40,0.739,1.197,0.194,0.793,1.81,0.79,0.738,0.901,0.785,2.159,1.509,1.598
43,41,1.607,0.991,0.455,1.767,1.189,0.996,1.252,1.664,1.264,1.25,0.744,1.354
43,42,1.08,0.769,0.513,0.276,2.024,0.85,1.446,1.517,1.316,0.292,1.094,1.252
43,43,1.343,1.264,0.799,0.874,1.631,1.707,1.006,1.724,0.957,0.537,2.298,0.898
43,44,1.092,2.068,0.621,1.006,1.247,1.705,0.49,1.763,2.032,2.12,0.806,1.317
43,45,0.899,1.055,1.69,1.018,1.201,1.308,1.131,0.74,0.724,1.233,2.274,0.516
43,46,0.286,1.588,2.169,0.548,0.875,0.715,0.588,1.436,1.302,1.85,1.561,1.592
43,47,1.31,0.584,2.31,1.055,1.695,1.87,1.421,1.433,1.868,1.072,1.794,0.739
43,48,1.209,1.623,1.324,1.052,0.608,1.794,0.932,1.857,1.647,0.473,0.1,1.906
43,49,0.983,0.846,0.898,0.611,0.675,1.825,1.552,0.847,1.576,0.18,1.562,1.34
43,50,0.88,1.703,0.519,0.598,0.991,1.191,1.984,1.178,1.529,1.472,2.048,1.544
44,1,2.537,0.988,0.498,0.848,1.016,1.744,1.351,1.735,1.743,0.862,0.503,1.882
44,2,7.848,1.595,0.409,1.157,1.733,4.177,5.079,1.712,5.274,1.234,7.254,0.482
44,3,7.014,1.308,0.764,1.866,1.22,4.134,4.582,0.779,4.979,0.536,8.793,1.202
44,4,7.156,0.272,1.225,1.13,1.949,5.839,6.187,2.353,8.877,2.114,9.763,0.608
44,5,7.504,1.655,0.723,1.434,0.998,3.855,5.965,2.059,6.707,2.267,7.897,0.923
44,6,8.312,1.616,1.154,2.096,0.876,5.511,5.248,1.67,7.522,0.825,8.003,1.023
44,7,10.102,1.229,1.796,1.959,1.928,4.509,5.096,0.481,8.749,0.579,8.57,1.188
44,8,9.589,0.901,0.626,1.212,1.072,5.557,6.245,0.524,5.665,1.165,6.918,0.648
44,9,9.947,1.133,0.087,1.813,1.687,4.875,6.184,1.509,6.157,0.42,8.665,0.633
44,10,7.255,1.192,1.602,0.812,0.476,5.47,5.477,1.58,6.467,1.35,7.707,1.133
44,11,9.481,2.387,2.103,1.275,1.62,6.211,5.314,1.224,8.777,1.689,9.895,0.388
44,12,6.769,1.154,2.289,1.375,1.714,4.124,4.559,0.401,6.165,1.04,9.731,1.823
44,13,9.357,0.9,0.529,1.663,1.025,3.772,6.225,1.379,6.105,1.168,9.012,1.562
44,14,10.441,6.672,1.747,3.716,2.098,2.065,6.861,6.201,4.587,0.818,2.409,1.996
44,15,10.82,5.552,1.732,5.384,1.537,3.428,7.637,4.814,5.434,1.647,2.313,3.358
44,16,12.183,7.309,1.837,5.468,0.785,3.443,4.635,4.08,4.586,1.529,2.71,3.79
44,17,13.568,7.048,1.651,3.96,1.839,2.39,6.546,4.729,3.763,0.73,3.445,3.096
44,18,11.165,6.339,0.84,4.47,1.219,3.346,6.945,5.178,2.298,1.451,2.367,2.76
44,19,10.729,6.189,1.508,4.573,1.882,2.69,8.13,5.779,4.584,1.009,2.824,2.336
44,20,10.591,5.071,0.958,3.713,0.813,2.561,5.375,6.231,4.834,0.995,4.621,3.552
44,21,10.952,12.094,5.931,10.368,3.405,2.836,5.755,11.669,4.357,1.114,2.859,4.049
44,22,10.902,13.726,5.507,12.341,4.916,2.22,6.279,11.764,3.515,1.884,3.611,4.61
44,23,10.298,9.892,6.098,11.829,4.318,2.371,7.262,9.623,3.703,2.081,2.421,3.908
44,24,11.949,11.537,7.971,9.875,3.746,2.819,7.061,9.134,5.734,1.791,2.541,3.722
44,25,12.035,11.83,5.603,11.141,3.359,2.354,6.086,10.259,3.277,0.656,3.735,3.561
44,26,10.659,14.329,8.738,13.637,5.667,1.98,6.425,10.154,4.841,1.219,2.653,4.049
44,27,10.46,12.063,5.541,14.974,3.843,2.932,5.479,11.929,2.496,0.975,3.315,3.239
44,28,9.895,11.858,6.262,9.332,4.348,2.208,6.251,11.179,4.681,1.091,2.859,3.876
44,29,9.238,14.358,7.99,11.815,5.853,2.19,5.151,12.365,3.203,1.07,3.061,3.115
44,30,11.467,6.868,0.864,4.811,0.779,3.206,8.37,5.787,3.214,1.192,2.922,3.165
44,31,9.709,4.987,0.933,3.712,1.815,2.675,5.254,5.374,3.912,0.344,3.398,3.365
44,32,10.589,6.162,0.558,5.188,0.98,2.874,6.619,3.75,3.278,1.922,2.636,3.036
44,33,12.1,7.071,0.776,5.002,1.491,2.568,7.543,5.734,4.033,1.016,3.01,2.137
44,34,10.889,5.078,1.458,3.865,0.539,2.824,6.423,5.549,3.692,1.946,2.519,2.717
44,35,10.111,4.111,0.872,4.595,1.979,3.076,6.715,5.224,4.325,0.5,3.399,2.61
44,36,8.452,6.294,0.78,3.979,1.676,4.106,8.684,5.269,3.929,0.982,2.071,2.875
44,37,0.977,1.473,1.081,0.911,1.391,1.227,2.156,1.451,0.935,1.481,1.155,0.861
44,38,0.608,1.518,1.679,0.443,1.264,0.857,0.807,1.11,1.01,0.464,1.941,0.816
44,39,1.203,0.952,1.675,0.77,2.445,1.403,0.984,0.848,1.253,1.034,1.569,2.017
44,40,2.065,1.232,0.675,1.432,0.902,1.613,1.717,1.799,0.567,0.38,1.859,1.152
44,41,1.297,0.613,1.452,1.7,0.631,1.478,1.649,1.726,0.708,0.929,0.473,2.157
44,42,1.343,0.564,0.747,0.137,1.698,1.625,1.99,0.96,1.328,0.168,1.497,0.681
44,43,1.808,0.848,0.542,1.895,1.035,0.655,1.798,1.075,1.668,2.283,1.888,0.125
44,44,1.996,0.852,0.388,0.512,1.896,2.126,0.747,1.607,0.706,2.046,1.634,1.22
44,45,0.748,0.063,0.555,1.19,1.136,1.97,1.371,1.272,1.332,1.079,1.149,0.557
44,46,1.069,0.793,2.184,1.288,1.742,0.49,1.595,0.072,2.429,1.828,1.712,0.542
44,47,1.364,2.224,1.648,1.149,1.497,1.635,0.591,1.396,0.874,1.197,1.837,1.259
44,48,0.538,0.054,0.506,0.397,2.161,1.253,1.721,1.279,1.296,1.644,1.816,1.187
44,49,1.216,0.506,1.581,0.014,1.665,1.11,1.962,1.557,1.464,0.915,1.68,1.557
44,50,1.254,1.083,1.436,0.672,1.709,0.983,0.684,1.338,0.83,2.032,1.135,1.702
45,1,1.847,1.68,0.483,0.232,0.776,1.405,1.43,0.533,0.818,1.509,1.506,1.592
45,2,7.626,0.971,1.129,1.925,1.072,4.487,6.64,1.255,7.026,0.736,6.106,0.862
45,3,7.896,1.154,1.565,1.949,0.836,5.935,3.226,1.865,7.966,0.653,7.737,1.812
45,4,7.876,2.301,1.115,1.168,1.449,4.777,4.61,0.672,6.687,0.874,10.679,0.759
45,5,9.347,1.466,1.29,1.148,1.04,5.039,5.095,1.217,5.845,1.677,9.736,0.873
45,6,7.312,0.579,0.85,1.708,1.252,5.722,5.786,0.829,8.101,0.547,7.447,2.008
45,7,7.474,1.61,2.105,1.335,1.101,6.096,4.366,2.046,5.942,1.061,10.299,0.379
45,8,8.558,1.32,0.773,0.994,1.253,5.717,5.213,0.245,7.329,0.977,9.691,0.241
45,9,7.939,0.706,1.138,2.385,1.928,5.174,4.185,0.82,6.964,1.398,6.015,0.957
45,10,9.237,1.419,0.979,1.514,1.267,4.932,4.493,2.13,5.897,0.847,9.319,0.815
45,11,9.335,2.221,1.373,1.982,1.3,5.396,5.048,1.836,7.893,0.365,10.501,1.532
45,12,9.523,1.88,1.62,1.157,0.137,6.173,6.633,0.316,5.196,1.986,9.7,1.9
45,13,7.158,0.948,0.798,1.295,0.881,4.413,5.998,0.282,5.022,0.874,7.967,0.195
45,14,10.191,5.122,1.989,2.47,0.732,2.61,7.611,6.242,4.323,1.058,1.846,4.256
45,15,12.223,6.547,0.303,3.059,1.63,3.412,6.17,5.726,5.43,0.978,1.909,3.315
45,16,10.694,5.862,0.238,3.498,1.418,1.569,5.697,4.567,4.37,1.984,1.92,2.969
45,17,9.836,6.396,1.673,5.288,0.74,3.458,5.223,6.751,4.29,0.763,2.698,3.248
45,18,10.922,5.133,0.473,2.889,0.988,3.977,4.817,6.42,5.576,1.516,2.779,2.842
45,19,11.098,5.625,0.857,2.873,1.1,2.692,6.218,4.497,3.592,1.928,2.898,2.612
45,20,11.354,5.618,0.74,3.754,0.343,2.568,6.524,5.021,5.329,1.074,3.278,2.934
45,21,10.996,10.95,5.029,10.232,4.038,3.475,5.541,11.268,5.509,2.061,2.506,3.3
45,22,11.397,12.028,8.053,13.666,4.668,2.46,5.342,11.317,3.202,0.637,2.348,4.14
45,23,13.502,13.133,5.677,12.634,3.968,2.591,7.025,11.834,4.743,1.976,2.128,3.631
45,24,10.373,13.648,7.267,13.897,3.618,2.645,6.63,12.606,4.0,0.388,1.98,3.06
45,25,11.456,13.199,5.492,11.83,4.168,3.216,7.809,11.765,4.241,1.199,2.7,3.254
45,26,13.123,11.609,4.714,11.655,3.874,1.678,7.033,12.032,3.768,1.291,2.418,5.073
45,27,12.584,12.368,6.912,11.963,4.357,1.541,6.655,9.797,5.45,0.636,2.988,3.013
45,28,10.629,12.092,6.008,9.29,4.139,2.939,5.867,11.773,5.037,1.114,3.578,4.564
45,29,13.222,12.368,7.013,13.931,3.807,2.508,5.264,11.017,4.193,0.996,3.639,4.5
45,30,10.584,6.759,0.73,4.869,2.164,2.876,6.332,4.423,4.089,0.986,3.234,2.894
45,31,11.5,7.164,1.547,6.096,1.931,3.103,6.627,5.463,3.499,0.176,2.26,3.296
45,32,8.409,6.052,2.058,3.336,0.749,3.45,7.857,5.784,3.877,0.365,2.422,2.988
45,33,11.762,6.821,1.333,3.526,0.954,2.762,5.018,3.785,4.357,1.096,3.162,3.978
45,34,11.988,6.891,0.469,3.954,0.752,2.843,5.979,5.238,3.75,2.026,2.615,3.85
45,35,11.061,5.971,1.356,4.047,1.807,2.834,7.392,5.266,3.099,1.644,3.057,2.038
45,36,11.954,5.925,0.561,2.655,0.905,1.278,7.441,5.268,5.099,0.806,2.665,3.068
45,37,9.027,2.177,1.986,1.716,1.07,4.963,3.545,0.94,7.886,1.265,7.982,0.881
45,38,8.954,0.522,2.308,1.625,1.123,4.681,5.509,1.638,7.449,0.724,8.436,1.579
45,39,6.813,1.973,1.249,0.98,1.268,3.939,3.814,0.987,7.816,1.309,9.453,1.354
45,40,8.545,1.329,1.261,0.981,1.237,4.574,5.998,1.191,8.3,1.411,9.743,1.711
45,41,7.969,0.945,1.161,1.001,0.93,5.362,5.119,1.277,7.401,1.347,6.102,0.621
45,42,10.087,1.87,0.618,1.313,1.182,6.142,3.878,1.737,6.056,1.644,6.252,0.872
45,43,8.357,2.153,1.058,1.706,1.562,3.827,5.779,0.634,7.907,1.487,6.232,1.153
45,44,6.567,1.171,1.245,1.226,1.116,3.687,5.203,1.136,8.266,0.982,8.647,1.565
45,45,10.882,1.022,0.338,0.627,1.165,6.418,5.384,2.155,7.79,1.642,9.069,0.628
45,46,7.479,0.726,1.088,0.0,0.87,4.881,5.194,0.811,6.165,0.884,8.529,0.912
45,47,8.317,1.31,1.589,0.965,1.456,5.356,4.407,1.489,7.542,0.746,7.179,1.521
45,48,8.474,0.875,1.882,0.647,1.977,5.458,4.281,0.72,6.51,0.809,10.066,0.58
45,49,1.099,0.74,1.997,0.602,0.879,0.859,1.051,1.684,1.653,1.038,0.428,2.066
45,50,1.081,0.599,1.514,0.649,0.888,1.264,1.492,1.178,1.363,0.672,0.449,1.55
46,1,2.302,0.811,2.008,1.361,0.703,0.96,1.793,0.834,1.919,2.268,1.179,2.007
46,2,1.872,1.601,1.175,0.448,1.505,1.652,1.568,0.0,1.112,1.303,1.379,1.42
46,3,1.368,0.189,2.054,1.362,0.974,1.027,1.051,0.665,1.335,2.098,1.593,0.259
46,4,1.143,0.034,1.017,1.097,0.827,0.987,0.785,0.755,1.261,2.356,2.117,1.72
46,5,0.704,0.912,1.731,1.86,0.0,1.623,1.084,0.827,0.964,1.619,1.169,0.276
46,6,0.995,1.317,0.759,0.639,1.054,0.324,0.66,0.3,1.782,0.754,2.08,1.266
46,7,1.686,1.163,1.054,0.604,1.687,1.731,2.018,1.602,1.489,0.845,0.841,1.483
46,8,1.343,1.408,1.087,1.9,1.357,0.231,1.936,0.552,0.439,1.299,0.442,0.218
46,9,1.424,0.729,1.855,0.506,1.036,1.549,1.222,0.744,0.699,0.076,1.66,1.445
46,10,1.693,0.375,1.328,0.57,1.695,0.865,1.237,1.146,0.842,1.938,1.65,2.052
46,11,0.826,0.839,1.126,0.85,0.785,0.221,0.803,0.877,1.371,0.425,1.201,0.871
46,12,0.824,1.222,1.102,0.522,1.533,2.268,1.707,0.649,1.952,0.61,0.026,0.298
46,13,0.816,0.805,1.149,0.207,0.0,1.966,0.123,0.783,0.467,2.599,2.529,1.589
46,14,11.759,4.966,2.399,5.64,2.006,2.088,8.292,4.835,5.246,0.411,2.885,4.015
46,15,12.998,3.829,1.28,3.377,2.33,2.913,5.655,5.335,5.552,1.681,2.885,3.804
46,16,11.014,6.476,1.381,3.093,1.078,2.617,7.563,5.773,4.33,0.493,2.937,2.814
46,17,12.212,4.151,1.06,2.865,1.679,2.883,6.255,4.888,3.576,2.161,2.44,2.978
46,18,12.325,5.198,0.765,2.918,2.11,1.808,7.186,4.469,5.397,1.032,4.057,4.023
46,19,13.007,4.619,2.138,5.045,0.964,2.648,6.271,4.985,4.943,1.959,2.973,2.949
46,20,9.416,5.266,1.531,4.268,0.953,3.366,6.227,4.915,2.701,0.643,3.046,2.299
46,21,13.279,5.073,0.768,4.609,0.863,3.551,6.803,4.408,2.274,0.78,2.08,2.219
46,22,11.171,10.392,5.014,12.719,4.065,3.107,7.861,10.717,3.125,1.657,3.512,2.595
46,23,10.357,13.986,7.436,12.421,3.819,1.803,5.898,11.282,4.198,0.424,3.357,2.699
46,24,12.906,11.225,5.109,11.852,3.871,2.712,4.622,9.629,4.895,0.696,3.953,4.072
46,25,11.452,11.214,6.53,12.356,5.112,2.017,5.306,9.975,4.849,2.005,1.918,3.085
46,26,12.201,12.769,6.218,13.674,3.574,3.598,5.651,9.953,3.002,1.729,2.774,2.965
46,27,10.112,13.998,6.32,12.521,3.967,2.176,6.436,11.04,5.037,1.733,2.585,3.431
46,28,12.066,11.992,5.232,13.76,4.502,2.499,6.532,11.015,3.834,2.034,2.039,2.201
46,29,12.219,6.5,0.867,3.46,0.69,2.031,6.738,4.74,2.938,2.291,2.873,1.587
46,30,9.325,4.406,2.07,4.148,0.627,2.058,6.493,4.005,3.942,0.86,3.421,3.609
46,31,12.676,7.073,2.158,2.723,0.132,3.16,5.135,5.902,3.109,1.569,2.873,2.748
46,32,12.018,6.876,1.889,5.857,0.332,1.709,5.286,5.219,2.777,1.674,3.954,2.562
46,33,13.021,6.08,0.465,4.113,1.449,3.486,6.633,4.593,5.087,1.469,2.104,2.689
46,34,9.552,6.5,0.606,4.201,1.545,2.457,6.762,5.449,5.387,0.816,2.191,2.816
46,35,13.606,5.913,2.066,4.528,1.616,2.782,5.82,5.872,4.121,1.276,2.001,2.574
46,36,10.442,6.959,1.477,5.31,1.248,2.208,6.397,5.417,4.764,0.675,1.879,2.636
46,37,8.679,0.413,1.111,1.715,1.212,4.201,4.641,1.471,8.455,1.518,9.144,1.023
46,38,10.572,1.342,0.585,1.005,1.129,4.155,6.693,1.347,4.763,2.705,6.216,1.784
46,39,7.988,1.12,1.265,2.172,2.331,5.231,5.243,2.234,8.273,1.445,9.158,0.669
46,40,8.21,0.934,1.599,1.688,0.966,5.571,4.992,0.305,5.74,0.743,8.201,0.795
46,41,9.455,0.889,2.324,0.793,0.988,6.054,5.776,0.797,6.817,1.584,8.767,1.231
46,42,9.86,0.226,0.969,1.198,1.475,4.526,5.06,0.804,6.804,1.883,8.486,1.373
46,43,9.632,1.818,0.771,0.855,1.281,4.46,5.162,0.656,7.801,1.436,9.466,0.451
46,44,9.03,0.843,2.05,1.688,0.383,5.254,5.694,2.127,7.17,0.859,9.172,1.864
46,45,9.522,1.176,0.502,1.66,1.597,3.834,6.093,1.656,6.03,0.807,8.026,2.358
46,46,7.473,0.697,1.393,1.937,1.164,4.234,6.811,0.848,7.911,0.66,8.794,1.491
46,47,9.479,1.861,1.409,2.404,0.707,5.558,3.812,1.56,7.407,1.074,6.612,1.692
46,48,9.001,2.249,1.459,0.965,1.627,3.921,6.195,1.366,6.557,0.855,8.236,0.925
46,49,1.593,1.456,1.324,1.78,2.354,1.979,0.779,0.869,0.92,1.431,1.285,2.0
46,50,1.121,2.046,1.69,1.462,0.119,1.794,1.09,2.324,1.743,1.3,0.614,0.892
47,1,2.016,1.285,0.287,0.561,0.7,1.232,1.518,0.846,1.302,0.781,1.972,0.744
47,2,0.877,1.681,0.448,1.869,0.398,1.839,1.712,1.468,1.9,0.992,1.399,0.902
47,3,0.431,0.532,0.77,0.799,1.026,1.236,1.247,1.658,1.509,1.002,1.744,1.06
47,4,1.274,0.731,1.792,1.493,1.008,0.511,1.621,0.778,1.27,0.669,1.094,1.869
47,5,0.257,0.968,1.163,1.111,2.339,1.645,1.021,1.356,1.441,1.782,1.452,0.758
47,6,0.214,1.137,1.893,1.304,1.425,1.262,0.991,0.335,1.34,1.636,1.406,0.821
47,7,1.198,1.891,0.344,1.003,1.187,0.77,1.671,1.033,0.895,1.235,1.871,1.273
47,8,0.746,1.255,1.685,1.5,1.76,1.492,0.863,0.639,1.076,0.401,0.941,0.598
47,9,1.811,1.458,1.34,0.146,2.191,0.726,1.869,1.085,0.839,0.58,0.0,1.642
47,10,1.349,2.399,1.009,1.366,1.3,1.575,0.425,0.366,1.579,0.919,1.142,0.615
47,11,1.316,0.706,1.378,1.421,2.085,0.928,0.306,1.188,1.436,1.43,1.793,1.442
47,12,2.08,0.682,1.019,1.565,1.217,0.845,1.207,1.064,0.662,2.13,1.321,1.735
47,13,1.391,1.525,0.583,0.997,0.728,1.592,0.939,1.422,1.432,1.137,1.642,1.559
47,14,13.357,6.1,0.69,3.313,0.69,2.505,7.745,4.483,5.26,1.293,2.282,3.17
47,15,12.405,5.399,2.139,2.861,1.667,2.93,6.772,6.144,4.564,1.748,2.579,2.704
47,16,9.769,5.452,2.159,4.349,0.489,3.617,6.452,5.427,6.698,1.718,2.375,2.527
47,17,10.301,4.079,1.617,4.302,2.155,2.106,6.755,4.237,3.655,1.752,1.61,4.549
47,18,12.297,6.334,1.455,5.441,0.81,1.968,6.381,4.798,5.111,1.027,1.709,3.243
47,19,11.956,6.213,1.333,4.343,1.765,2.293,7.98,5.002,5.419,0.919,2.806,3.428
47,20,13.861,6.35,0.776,5.426,0.347,1.601,7.891,6.608,3.186,1.705,2.292,2.913
47,21,12.747,4.754,1.432,3.179,0.61,2.819,5.915,5.289,4.674,1.982,3.022,3.527
47,22,12.852,5.223,1.155,4.589,2.08,2.393,6.91,4.299,3.608,1.906,3.092,3.919
47,23,13.113,12.358,5.889,9.222,4.631,3.406,7.117,11.752,5.557,0.748,2.297,3.894
47,24,12.623,13.862,6.936,10.355,2.014,3.293,8.009,12.181,3.945,0.83,2.497,3.074
47,25,11.939,13.359,5.893,11.198,2.832,3.21,5.087,12.922,3.249,1.855,2.678,2.762
47,26,11.915,11.765,6.663,13.103,2.81,1.466,5.73,10.284,5.057,1.486,2.316,3.078
47,27,13.383,10.763,7.822,11.81,4.638,1.653,5.332,9.65,3.104,1.784,2.87,3.676
47,28,12.006,6.007,0.704,3.157,0.331,2.153,8.045,5.811,4.722,0.677,2.261,2.854
47,29,11.094,4.718,0.703,4.947,0.502,3.043,5.66,6.682,4.964,1.494,2.515,3.906
47,30,9.11,4.91,1.705,3.906,0.822,3.125,6.371,5.714,4.962,1.638,3.42,2.934
47,31,12.291,4.182,1.138,3.8,1.567,2.136,4.862,4.524,2.856,0.852,1.924,1.829
47,32,12.628,6.271,2.198,4.533,0.887,2.565,7.005,4.587,6.107,1.135,2.546,4.782
47,33,10.584,4.901,1.766,5.381,2.014,2.774,7.386,4.967,4.69,0.725,2.481,3.786
47,34,9.867,6.936,1.434,4.504,0.926,2.991,5.635,6.336,3.943,1.301,2.24,3.86
47,35,12.859,5.645,1.85,3.018,2.516,1.859,8.0,6.111,3.502,1.958,3.094,3.108
47,36,9.086,6.239,1.715,4.882,1.461,3.344,5.998,4.798,3.546,1.498,3.656,2.606
47,37,9.024,1.495,2.181,0.763,1.916,4.339,6.614,1.15,5.71,1.549,8.886,1.687
47,38,9.327,1.034,2.029,1.273,0.895,5.221,3.891,0.154,7.691,0.705,8.563,1.032
47,39,7.542,1.096,1.297,0.558,1.578,6.559,5.811,1.755,7.84,1.954,7.773,0.838
47,40,8.031,1.933,0.834,0.458,0.653,5.013,4.721,1.213,7.009,1.141,8.238,1.125
47,41,8.028,1.969,1.448,0.96,0.728,4.77,5.454,1.993,7.1,1.384,7.589,1.581
47,42,7.331,0.898,0.292,1.553,1.219,4.019,4.769,1.216,7.4,1.274,7.587,0.612
47,43,9.483,0.784,1.674,0.964,0.953,4.803,5.193,1.92,5.617,2.114,9.719,0.724
47,44,7.761,0.762,0.124,1.55,0.473,4.14,4.586,2.133,6.724,1.569,8.485,0.474
47,45,9.431,0.301,0.668,1.592,1.197,4.938,5.585,1.469,7.509,1.717,10.791,1.03
47,46,7.825,0.378,0.948,0.662,1.915,5.142,5.297,0.87,5.136,1.966,9.418,0.831
47,47,7.76,1.154,1.718,1.082,0.841,6.486,5.252,0.625,7.385,1.345,10.441,1.871
47,48,8.935,1.251,1.89,1.577,0.634,4.522,4.141,0.493,7.943,1.29,8.349,1.472
47,49,2.434,1.604,1.073,1.132,1.466,1.98,0.827,1.459,0.984,1.64,1.682,0.656
47,50,0.864,1.649,1.406,0.133,0.035,1.086,2.145,1.2,1.128,0.742,1.597,1.215
48,1,0.587,1.217,1.377,1.769,1.334,0.656,1.735,1.038,2.071,2.213,2.247,0.766
48,2,1.734,0.695,2.192,1.453,1.329,1.542,1.677,1.174,1.552,0.819,0.471,1.471
48,3,1.154,1.28,1.358,1.005,1.884,1.32,0.874,1.464,1.527,0.958,2.096,1.942
48,4,1.328,0.748,1.669,0.984,1.217,0.693,2.059,1.209,1.955,1.824,0.399,0.759
48,5,0.931,1.802,1.937,1.283,0.809,2.187,0.68,0.734,0.809,1.752,1.706,0.201
48,6,0.811,1.29,0.14,1.082,2.399,1.541,1.238,0.714,0.441,1.481,0.529,1.054
48,7,1.829,1.044,1.493,0.471,0.681,1.212,1.349,1.076,1.983,1.605,1.269,0.981
48,8,1.22,1.1,1.425,2.194,0.867,1.709,0.643,2.019,1.859,1.147,0.779,0.738
48,9,1.3,1.825,0.751,1.705,1.294,1.178,1.547,0.89,1.383,0.789,1.609,1.091
48,10,0.693,1.805,1.586,1.688,1.753,0.985,0.472,0.252,1.266,1.301,0.613,1.435
48,11,0.841,1.871,0.988,0.978,0.985,2.132,0.889,0.54,1.897,1.077,1.207,0.836
48,12,1.811,1.737,1.023,1.722,1.182,1.033,1.255,2.166,1.598,1.369,0.728,1.501
48,13,1.148,1.655,1.369,0.926,1.31,0.699,0.99,1.112,1.86,2.347,0.381,1.193
48,14,9.463,6.784,1.131,3.15,1.051,3.508,5.73,5.787,4.181,1.378,1.958,2.949
48,15,9.282,5.683,1.436,3.263,1.811,3.496,6.266,4.857,4.34,2.194,3.754,3.279
48,16,10.654,5.629,1.736,4.754,1.441,2.792,7.39,5.399,3.36,0.781,2.51,3.024
48,17,10.134,6.152,1.433,6.056,1.411,3.145,7.384,4.861,4.543,1.515,3.318,4.292
48,18,10.437,4.679,1.657,4.254,1.211,3.515,7.669,5.348,2.58,0.997,3.674,3.529
48,19,10.703,7.414,0.413,3.691,1.673,2.755,5.002,5.982,5.167,2.035,2.387,3.406
48,20,8.962,6.304,1.787,4.199,0.334,3.061,6.492,5.921,5.296,0.486,1.249,3.004
48,21,12.751,4.898,1.216,4.223,0.806,2.279,7.313,5.095,4.1,0.918,3.3,4.081
48,22,10.624,4.678,1.322,4.443,1.652,2.908,5.876,5.558,4.229,0.612,3.262,2.266
48,23,10.349,6.165,1.026,4.888,1.717,3.327,6.077,5.25,3.705,1.145,2.356,1.984
48,24,9.512,3.867,1.125,4.384,1.757,4.022,5.187,5.034,3.523,1.279,2.664,2.12
48,25,10.062,10.472,7.743,12.315,5.391,3.013,6.494,9.984,3.402,1.215,2.421,5.16
48,26,13.533,4.411,0.714,3.592,1.584,2.227,7.1,5.81,4.047,1.453,2.362,3.253
48,27,9.694,5.64,2.259,4.863,2.238,3.244,8.203,6.152,5.498,1.051,2.409,2.617
48,28,12.36,6.254,1.506,3.384,2.068,3.477,7.332,5.261,4.994,0.771,3.365,3.653
48,29,12.089,5.301,2.234,3.559,0.553,2.748,6.99,5.578,4.087,0.233,2.309,3.217
48,30,10.674,5.979,1.089,4.516,1.063,1.601,4.903,5.554,4.473,0.375,2.879,4.205
48,31,13.474,5.18,1.529,3.929,0.751,3.163,5.952,5.78,5.222,1.642,3.163,2.821
